num_islands,base_seed,island_id,population_mode,pop_per_island,best_fitness,generations,status,solved,config_best_fitness,config_solved,wall_clock_seconds
1,3,0,"['fixed_total', 'fixed_per_island']",1600,1.0,31,Solution Found,True,1.0,True,25.96
1,67,0,"['fixed_total', 'fixed_per_island']",1600,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,94.76
1,9,0,"['fixed_total', 'fixed_per_island']",1600,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,103.04
2,3,0,"['fixed_total', 'fixed_per_island']",800,0.8518518518518521,20,Stopped - Another Island Solved,False,1.0,True,20.42
2,3,1,"['fixed_total', 'fixed_per_island']",800,1.0,14,Solution Found,True,1.0,True,20.42
2,67,0,"['fixed_total', 'fixed_per_island']",800,1.0,26,Solution Found,True,1.0,True,35.55
2,67,1,"['fixed_total', 'fixed_per_island']",800,1.0,20,Solution Found,True,1.0,True,35.55
2,9,0,"['fixed_total', 'fixed_per_island']",800,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,36.82
2,9,1,"['fixed_total', 'fixed_per_island']",800,1.0,21,Solution Found,True,1.0,True,36.82
4,3,0,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,36.55
4,3,1,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,36.55
4,3,2,"['fixed_total', 'fixed_per_island']",400,0.7777777777777781,30,Stopped - Another Island Solved,False,1.0,True,36.55
4,3,3,"['fixed_total', 'fixed_per_island']",400,1.0,29,Solution Found,True,1.0,True,36.55
4,67,0,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,127.8
4,67,1,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,127.8
4,67,2,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,127.8
4,67,3,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,127.8
4,9,0,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,124.97
4,9,1,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,124.97
4,9,2,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,124.97
4,9,3,"['fixed_total', 'fixed_per_island']",400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,124.97
8,3,0,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,1,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,2,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,3,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,4,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,5,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,6,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,3,7,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,113.64
8,67,0,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,1,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,2,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,3,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,4,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,5,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,6,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,67,7,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,118.81
8,9,0,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,122.48
8,9,1,"['fixed_total', 'fixed_per_island']",200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,122.48
