num_islands,base_seed,island_id,population_mode,pop_per_island,best_fitness,generations,status,solved,config_best_fitness,config_solved,wall_clock_seconds
1,3,0,fixed_total,1600,1.0,31,Solution Found,True,1.0,True,24.35
1,67,0,fixed_total,1600,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,93.27
1,9,0,fixed_total,1600,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,102.9
1,12,0,fixed_total,1600,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,94.03
1,15,0,fixed_total,1600,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,102.33
2,3,0,fixed_total,800,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,35.65
2,3,1,fixed_total,800,1.0,19,Solution Found,True,1.0,True,35.65
2,67,0,fixed_total,800,1.0,25,Solution Found,True,1.0,True,39.71
2,67,1,fixed_total,800,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,39.71
2,9,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,153.82
2,9,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,153.82
2,12,0,fixed_total,800,1.0,26,Solution Found,True,1.0,True,39.24
2,12,1,fixed_total,800,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,39.24
2,15,0,fixed_total,800,0.7777777777777781,99,Max Generations Reached,False,0.7777777777777781,False,153.29
2,15,1,fixed_total,800,0.7777777777777781,99,Max Generations Reached,False,0.7777777777777781,False,153.29
4,3,0,fixed_total,400,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,35.85
4,3,1,fixed_total,400,0.8518518518518521,30,Stopped - Another Island Solved,False,1.0,True,35.85
4,3,2,fixed_total,400,0.7777777777777781,30,Stopped - Another Island Solved,False,1.0,True,35.85
4,3,3,fixed_total,400,1.0,29,Solution Found,True,1.0,True,35.85
4,67,0,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.64
4,67,1,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.64
4,67,2,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.64
4,67,3,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.64
4,9,0,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,129.58
4,9,1,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,129.58
4,9,2,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,129.58
4,9,3,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,129.58
4,12,0,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.81
4,12,1,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.81
4,12,2,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.81
4,12,3,fixed_total,400,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,131.81
4,15,0,fixed_total,400,0.7037037037037038,30,Stopped - Another Island Solved,False,1.0,True,44.4
4,15,1,fixed_total,400,0.7037037037037038,40,Stopped - Another Island Solved,False,1.0,True,44.4
4,15,2,fixed_total,400,1.0,26,Solution Found,True,1.0,True,44.4
4,15,3,fixed_total,400,1.0,33,Solution Found,True,1.0,True,44.4
8,3,0,fixed_total,200,1.0,13,Solution Found,True,1.0,True,23.94
8,3,1,fixed_total,200,0.6296296296296297,30,Stopped - Another Island Solved,False,1.0,True,23.94
