num_islands,base_seed,island_id,population_mode,pop_per_island,best_fitness,generations,status,solved,config_best_fitness,config_solved,wall_clock_seconds,topology
1,1,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,153.02,fully_connected
1,2,0,fixed_total,3200,1.0,30,Solution Found,True,1.0,True,36.84,fully_connected
1,3,0,fixed_total,3200,0.7777777777777779,99,Max Generations Reached,False,0.7777777777777779,False,149.52,fully_connected
1,4,0,fixed_total,3200,0.6625514403292182,99,Max Generations Reached,False,0.6625514403292182,False,149.38,fully_connected
1,5,0,fixed_total,3200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,165.53,fully_connected
1,67,0,fixed_total,3200,1.0,26,Solution Found,True,1.0,True,47.22,fully_connected
1,76,0,fixed_total,3200,0.6296296296296297,99,Max Generations Reached,False,0.6296296296296297,False,211.99,fully_connected
1,8,0,fixed_total,3200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,212.08,fully_connected
1,9,0,fixed_total,3200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,213.41,fully_connected
1,10,0,fixed_total,3200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,211.24,fully_connected
1,11,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,214.84,fully_connected
1,12,0,fixed_total,3200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,218.76,fully_connected
1,13,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,206.78,fully_connected
1,14,0,fixed_total,3200,0.6049382716049385,99,Max Generations Reached,False,0.6049382716049385,False,214.82,fully_connected
1,15,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,212.09,fully_connected
1,16,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,215.37,fully_connected
1,17,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,210.14,fully_connected
1,18,0,fixed_total,3200,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,211.34,fully_connected
1,19,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,213.83,fully_connected
1,20,0,fixed_total,3200,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,214.9,fully_connected
4,1,0,fixed_total,800,0.7777777777777779,99,Max Generations Reached,False,0.7777777777777779,False,172.77,fully_connected
4,1,1,fixed_total,800,0.7777777777777779,99,Max Generations Reached,False,0.7777777777777779,False,172.77,fully_connected
4,1,2,fixed_total,800,0.7777777777777779,99,Max Generations Reached,False,0.7777777777777779,False,172.77,fully_connected
4,1,3,fixed_total,800,0.7777777777777779,99,Max Generations Reached,False,0.7777777777777779,False,172.77,fully_connected
4,2,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.84,fully_connected
4,2,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.84,fully_connected
4,2,2,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.84,fully_connected
4,2,3,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.84,fully_connected
4,3,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.68,fully_connected
4,3,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.68,fully_connected
4,3,2,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.68,fully_connected
4,3,3,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.68,fully_connected
4,4,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.55,fully_connected
4,4,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.55,fully_connected
4,4,2,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.55,fully_connected
4,4,3,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.55,fully_connected
4,5,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.21,fully_connected
4,5,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.21,fully_connected
4,5,2,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.21,fully_connected
4,5,3,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,168.21,fully_connected
4,67,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.69,fully_connected
4,67,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.69,fully_connected
4,67,2,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.69,fully_connected
4,67,3,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,171.69,fully_connected
4,76,0,fixed_total,800,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,168.24,fully_connected
4,76,1,fixed_total,800,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,168.24,fully_connected
4,76,2,fixed_total,800,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,168.24,fully_connected
4,76,3,fixed_total,800,0.7037037037037038,99,Max Generations Reached,False,0.7037037037037038,False,168.24,fully_connected
4,8,0,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,170.35,fully_connected
4,8,1,fixed_total,800,0.8518518518518521,99,Max Generations Reached,False,0.8518518518518521,False,170.35,fully_connected
